"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"6/4/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","302_ANHU"
"2/14/2001","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1958_ANHU"
"5/11/2011","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","4202_ALHU"
"9/1/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2759_ANHU"
"4/26/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1401_ANHU"
"3/13/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Spring","unknown","Non-selasphorus spp.","6061_ANHU"
"4/13/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2854_ANHU"
"4/26/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","3708_ANHU"
"3/13/2016","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6652_ALHU"
"4/5/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6523_ALHU"
"4/26/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2029_ANHU"
"6/30/2010","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4007_ANHU"
"7/4/2013","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4784_ANHU"
"4/4/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","2437_ANHU"
"4/15/2010","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","3917_ALHU"
"12/12/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4333_ANHU"
"7/15/2009","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3789_ANHU"
"3/21/1991","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","39_ALHU"
"2/26/2015","Released","malibu","No","Selasphorus","Male","adult-like",0,"Winter","window hit","Selasphorus spp.","6362_ALHU"
"12/8/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4841_ANHU"
"3/4/2012","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4373_ANHU"
"6/9/2009","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","3753_ANHU"
"8/7/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2108_ANHU"
"3/10/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4891_ANHU"
"12/28/2016","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6835_ANHU"
"5/7/2010","Released","Lindsey","No","ANHU","Male","adult-like",30,"Spring","caught by domestic animal","Non-selasphorus spp.","3946_ANHU"
"3/27/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6505_ALHU"
"4/12/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","3468_ANHU"
"6/28/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found inside","Non-selasphorus spp.","3770_ANHU"
"2/22/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Winter","found on the ground","Non-selasphorus spp.","4881_ANHU"
"2/9/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Winter","found on the ground","Non-selasphorus spp.","3858_ANHU"
"5/31/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3971_ANHU"
"6/12/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Summer","unknown","Non-selasphorus spp.","325_ANHU"
"4/30/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2228_ANHU"
"5/15/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","1824_ANHU"
"10/12/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","1715_ANHU"
"6/18/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1856_ANHU"
"5/20/2010","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3959_ANHU"
"4/15/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4433_ANHU"
"5/16/2016","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5608_ANHU"
"5/7/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","6413_ALHU"
"4/29/1994","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","631_ANHU"
"8/14/2012","Died","Lindsey","Yes","Selasphorus","Male","adult-like",3,"Summer","window hit","Selasphorus spp.","4555_ALHU"
"2/7/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","caught by domestic animal","Non-selasphorus spp.","748_ANHU"
"3/10/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","4892_ANHU"
"5/15/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6711_ALHU"
"7/30/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","905_ANHU"
"8/10/2014","Died","malibu","No","Non-selasphorus","unknown","Nestling",3,"Summer","unknown","Non-selasphorus spp.","6180_ANHU"
"6/23/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2730_ANHU"
"1/20/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4594_ANHU"
"5/25/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","289_ANHU"
"6/28/1996","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Summer","found on the ground","Non-selasphorus spp.","1090_ANHU"
"5/4/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5595_ANHU"
"6/19/2000","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1858_BCHU"
"3/25/2003","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","2427_RUHU"
"6/11/2013","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","4755_ANHU"
"4/11/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4425_ANHU"
"2/2/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3854_ANHU"
"4/29/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1813_ANHU"
"5/1/2004","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","2681_ANHU"
"6/17/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","5988_ALHU"
"2/21/1995","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Winter","nest-related","Non-selasphorus spp.","755_ANHU"
"3/26/1995","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","found on the ground","Non-selasphorus spp.","796_ANHU"
"4/17/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2454_ANHU"
"1/10/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","4591_ANHU"
"10/30/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Fall","found on the ground","Non-selasphorus spp.","361_ANHU"
"2/17/1998","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1336_ANHU"
"11/20/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","5450_ANHU"
"5/15/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5607_ANHU"
"4/24/2010","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","3929_ALHU"
"11/20/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Fall","suspect torpor-like state","Non-selasphorus spp.","3385_ANHU"
"5/11/2009","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","3725_ANHU"
"4/12/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2853_ANHU"
"1/27/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2788_ANHU"
"1/25/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4596_ANHU"
"4/4/2015","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","5245_ALHU"
"4/13/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","caught by domestic animal","Non-selasphorus spp.","1590_ANHU"
"12/18/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","3181_ANHU"
"2/28/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","4369_ANHU"
"2/7/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2795_ANHU"
"6/13/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","unknown","Non-selasphorus spp.","5045_ANHU"
"4/30/2014","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4979_ANHU"
"7/20/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","1894_ANHU"
"6/5/2013","Released","malibu","No","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","5835_ANHU"
"9/2/2006","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Fall","suspect torpor-like state","Selasphorus spp.","3152_ALHU"
"7/13/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","522_ANHU"
"5/11/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2241_ANHU"
"6/21/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1862_ANHU"
"8/25/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","window hit","Non-selasphorus spp.","4302_ANHU"
"4/22/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3262_ANHU"
"9/30/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2971_ANHU"
"4/10/1993","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Spring","nest-related","Non-selasphorus spp.","431_ANHU"
"7/2/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6469_ALHU"
"11/3/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","363_ANHU"
"9/1/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","window hit","Non-selasphorus spp.","4304_ANHU"
"11/29/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","window hit","Non-selasphorus spp.","5133_ANHU"
"4/10/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","812_ANHU"
"1/6/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5469_ANHU"
"2/8/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","2602_ANHU"
"6/13/1995","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","866_ANHU"
"8/5/2010","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","4044_ANHU"
"9/4/1996","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","1118_ANHU"
"3/10/2015","Released","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6524_ALHU"
"6/14/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","3521_ANHU"
"1/27/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3409_ANHU"
"6/22/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","327_ANHU"
"4/15/2016","Released","Santa Barbara","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","6865_ANHU"
"6/6/2014","Released","malibu","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","6131_ANHU"
"5/21/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","475_ANHU"
"1/3/2016","Released","malibu","Yes","ANHU","Female-like ","adult-like",-1,"Winter","unknown","Non-selasphorus spp.","6615_ANHU"
"6/10/2014","Released","malibu","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","6289_ANHU"
"6/26/2003","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","2525_ANHU"
"3/8/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2809_ANHU"
"1/2/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1726_ANHU"
"3/11/2016","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","6678_ALHU"
"4/14/1992","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","252_ALHU"
"11/26/1997","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1318_ANHU"
"6/28/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","332_ANHU"
"3/22/2007","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3229_ANHU"
"4/14/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4695_ANHU"
"7/2/2014","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","5070_ANHU"
"5/7/1991","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","92_ANHU"
"10/18/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1509_ANHU"
"7/8/2000","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","1885_ALHU"
"5/25/2015","Died","malibu","Yes","Selasphorus","unknown","Nestling",1,"Spring","found on the ground","Selasphorus spp.","6433_ALHU"
"7/19/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3144_ANHU"
"2/23/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","1963_ANHU"
"6/19/2004","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","2727_ALHU"
"4/17/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","unknown","Selasphorus spp.","6395_ALHU"
"3/17/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4907_ANHU"
"2/21/2007","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","3205_ANHU"
"9/29/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Fall","caught by domestic animal","Non-selasphorus spp.","3158_ANHU"
"3/3/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2166_ANHU"
